time_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_cmd_torque_nm,right_cmd_torque_nm,left_actual_torque_nm,right_actual_torque_nm
1.0500,-2.4212,0.6525,-2.6064,0.8081,0.0165,-0.0165,0.0188,-0.0104
1.0600,-2.4212,0.7745,-2.6064,0.7471,0.0164,-0.0164,0.0188,-0.0104
1.0700,-2.4212,0.8356,-2.6064,0.7471,0.0163,-0.0163,0.0329,-0.0287
1.0800,-2.4157,0.8356,-2.6064,0.6860,0.0164,-0.0164,0.0329,-0.0287
1.0900,-2.4102,0.7745,-2.6064,0.6250,0.0166,-0.0166,-0.0009,-0.0183
1.1000,-2.4102,0.6525,-2.6064,0.6250,0.0168,-0.0168,0.0127,-0.0000
1.1100,-2.4047,0.7135,-2.6064,0.7471,0.0171,-0.0171,0.0127,-0.0000
1.1200,-2.4047,0.7135,-2.6064,0.6860,0.0172,-0.0172,-0.0047,-0.0287
1.1300,-2.3992,0.7135,-2.6064,0.5640,0.0175,-0.0175,-0.0047,-0.0287
1.1400,-2.3992,0.5914,-2.6064,0.5640,0.0177,-0.0177,-0.0047,-0.0287
1.1500,-2.3992,0.3473,-2.6064,0.5640,0.0178,-0.0178,0.0047,-0.0104
1.1600,-2.3992,0.2863,-2.6064,0.6860,0.0179,-0.0179,0.0047,-0.0104
1.1700,-2.4047,0.4083,-2.6064,0.7471,0.0178,-0.0178,0.0291,0.0092
1.1800,-2.3992,0.5914,-2.6064,0.6250,0.0179,-0.0179,0.0291,-0.0104
1.1900,-2.3992,0.7135,-2.6064,0.8081,0.0179,-0.0179,0.0291,-0.0104
1.2000,-2.3937,0.8356,-2.6009,1.1743,0.0180,-0.0180,0.0221,-0.0183
1.2100,-2.3882,1.1407,-2.5954,0.6250,0.0180,-0.0180,0.0221,-0.0183
1.2200,-2.3827,1.2628,-2.6064,-0.5347,0.0185,-0.0185,0.0221,-0.0183
1.2300,-2.3717,1.0187,-2.6174,-0.0464,0.0195,-0.0195,0.0221,-0.0183
1.2400,-2.3662,0.8966,-2.6119,0.8081,0.0201,-0.0201,0.0221,-0.0183
1.2500,-2.3607,0.7745,-2.6064,1.0522,0.0205,-0.0205,0.0221,-0.0183
1.2600,-2.3607,0.1642,-2.6009,0.9302,0.0207,-0.0207,0.0221,-0.0183
1.2700,-2.3662,0.1031,-2.6009,0.2588,0.0206,-0.0206,0.0221,-0.0183
1.2800,-2.3662,0.1642,-2.6064,-0.1685,0.0207,-0.0207,0.0221,-0.0183
1.2900,-2.3662,0.2252,-2.6174,0.0146,0.0211,-0.0211,0.0024,-0.0012
1.3000,-2.3662,0.4694,-2.6174,0.5029,0.0214,-0.0214,0.0024,-0.0012
1.3100,-2.3607,0.7135,-2.6119,0.9302,0.0215,-0.0215,0.0024,-0.0012
1.3200,-2.3552,0.8356,-2.6064,0.7471,0.0217,-0.0217,0.0024,-0.0012
1.3300,-2.3498,0.8356,-2.6119,0.3809,0.0221,-0.0221,0.0056,-0.0287
1.3400,-2.3443,0.6525,-2.6119,0.5029,0.0225,-0.0225,0.0056,-0.0287
1.3500,-2.3388,0.5914,-2.6119,0.4419,0.0229,-0.0229,0.0080,-0.0012
1.3600,-2.3333,0.5304,-2.6119,0.5029,0.0234,-0.0234,0.0080,-0.0012
1.3700,-2.3333,0.5304,-2.6119,0.5640,0.0237,-0.0237,0.0080,-0.0012
1.3800,-2.3278,0.5914,-2.6119,0.3809,0.0240,-0.0240,0.0071,-0.0195
1.3900,-2.3278,0.5304,-2.6119,0.2588,0.0243,-0.0243,0.0071,-0.0195
1.4000,-2.3223,0.4694,-2.6119,0.4419,0.0246,-0.0246,0.0071,-0.0214
1.4100,-2.3223,0.5914,-2.6119,0.5029,0.0248,-0.0248,0.0071,-0.0214
1.4200,-2.3168,0.5304,-2.6119,0.5029,0.0251,-0.0251,0.0071,-0.0214
1.4300,-2.3168,0.4694,-2.6119,0.5029,0.0253,-0.0253,0.0118,-0.0104
1.4400,-2.3113,0.4083,-2.6119,0.3809,0.0256,-0.0256,0.0118,-0.0104
1.4500,-2.3113,0.4083,-2.6174,0.3809,0.0260,-0.0260,0.0221,-0.0104
1.4600,-2.3113,0.2252,-2.6174,0.5029,0.0262,-0.0262,0.0024,-0.0012
1.4700,-2.3113,-0.0189,-2.6174,0.4419,0.0264,-0.0264,0.0024,-0.0012
1.4800,-2.3168,-0.0189,-2.6229,0.3198,0.0265,-0.0265,0.0024,-0.0012
1.4900,-2.3168,0.1031,-2.6284,0.1367,0.0267,-0.0267,-0.0009,-0.0476
1.5000,-2.3223,0.1642,-2.6339,0.0757,0.0269,-0.0269,-0.0009,-0.0476
1.5100,-2.3223,0.1642,-2.6394,0.1367,0.0271,-0.0271,0.0197,-0.0104
1.5200,-2.3223,0.1031,-2.6448,0.1978,0.0274,-0.0274,0.0197,-0.0104
1.5300,-2.3278,-0.0189,-2.6448,0.2588,0.0275,-0.0275,0.0197,-0.0104
1.5400,-2.3278,-0.0189,-2.6503,0.2588,0.0277,-0.0277,0.0197,-0.0104
1.5500,-2.3333,0.1031,-2.6558,0.1367,0.0278,-0.0278,0.0197,-0.0104
1.5600,-2.3333,0.1031,-2.6558,0.1367,0.0279,-0.0279,0.0197,-0.0104
1.5700,-2.3388,0.0421,-2.6613,0.3809,0.0280,-0.0280,0.0696,0.0305
1.5800,-2.3443,-0.0800,-2.6613,0.5029,0.0279,-0.0279,0.0696,0.0305
1.5900,-2.3498,-0.1410,-2.6613,0.5029,0.0276,-0.0276,0.0315,-0.0476
1.6000,-2.3552,-0.1410,-2.6613,0.5029,0.0273,-0.0273,0.0315,-0.0476
1.6100,-2.3607,-0.1410,-2.6668,0.3198,0.0271,-0.0271,0.0353,-0.0287
1.6200,-2.3607,-0.1410,-2.6723,0.1978,0.0271,-0.0271,0.0353,-0.0287
1.6300,-2.3662,-0.1410,-2.6778,0.1367,0.0271,-0.0271,0.0315,-0.0287
1.6400,-2.3717,-0.0800,-2.6833,0.1367,0.0271,-0.0271,0.0315,-0.0287
1.6500,-2.3772,0.0421,-2.6833,0.3198,0.0270,-0.0270,0.0315,-0.0458
1.6600,-2.3772,0.0421,-2.6888,0.3198,0.0271,-0.0271,0.0315,-0.0458
1.6700,-2.3827,-0.0189,-2.6943,0.1978,0.0271,-0.0271,0.0315,-0.0458
1.6800,-2.3827,-0.0800,-2.6998,0.0146,0.0273,-0.0273,0.0315,-0.0458
1.6900,-2.3882,-0.2020,-2.7108,0.0146,0.0276,-0.0276,0.0150,-0.0366
1.7000,-2.3992,-0.3851,-2.7163,0.1978,0.0276,-0.0276,0.0315,-0.0104
1.7100,-2.4102,-0.5682,-2.7163,0.3809,0.0273,-0.0273,0.0315,-0.0104
1.7200,-2.4212,-0.6293,-2.7218,0.5029,0.0269,-0.0269,0.0531,-0.0214
1.7300,-2.4322,-0.5072,-2.7218,0.5029,0.0264,-0.0264,0.0531,-0.0214
1.7400,-2.4376,-0.2631,-2.7272,0.5029,0.0260,-0.0260,0.0367,-0.0183
1.7500,-2.4431,-0.1410,-2.7272,0.5029,0.0256,-0.0256,0.0291,-0.0275
1.7600,-2.4486,0.0421,-2.7327,0.5029,0.0253,-0.0253,0.0291,-0.0275
1.7700,-2.4541,0.1642,-2.7327,0.4419,0.0250,-0.0250,0.0423,-0.0183
1.7800,-2.4541,0.1642,-2.7382,0.3198,0.0249,-0.0249,0.0423,-0.0183
1.7900,-2.4596,-0.0189,-2.7437,0.2588,0.0249,-0.0249,0.0423,-0.0183
1.8000,-2.4651,-0.2020,-2.7492,0.2588,0.0248,-0.0248,0.0400,-0.0122
1.8100,-2.4761,-0.3851,-2.7547,0.3198,0.0247,-0.0247,0.0400,-0.0122
1.8200,-2.4871,-0.5072,-2.7602,0.3198,0.0244,-0.0244,0.0400,-0.0122
1.8300,-2.4981,-0.3241,-2.7657,0.3809,0.0240,-0.0240,0.0118,-0.0226
1.8400,-2.5036,-0.0800,-2.7657,0.3809,0.0236,-0.0236,0.0118,-0.0226
1.8500,-2.5036,0.2863,-2.7712,0.5029,0.0235,-0.0235,0.0024,-0.0275
1.8600,-2.5036,0.6525,-2.7712,0.7471,0.0235,-0.0235,0.0024,-0.0275
1.8700,-2.4981,0.5914,-2.7712,0.6860,0.0236,-0.0236,0.0024,-0.0275
1.8800,-2.4981,0.2252,-2.7712,0.5640,0.0237,-0.0237,0.0024,-0.0275
1.8900,-2.5036,-0.1410,-2.7712,0.5029,0.0235,-0.0235,0.0024,-0.0275
1.9000,-2.5146,-0.4462,-2.7712,0.5029,0.0232,-0.0232,0.0024,-0.0275
1.9100,-2.5255,-0.5072,-2.7767,0.5029,0.0227,-0.0227,0.0564,-0.0122
1.9200,-2.5365,-0.2631,-2.7767,0.5029,0.0221,-0.0221,0.0564,-0.0122
1.9300,-2.5365,0.0421,-2.7767,0.6250,0.0217,-0.0217,0.0353,-0.0000
1.9400,-2.5420,0.3473,-2.7767,0.6860,0.0213,-0.0213,0.0353,-0.0000
1.9500,-2.5365,0.4083,-2.7712,0.8691,0.0210,-0.0210,0.0353,-0.0000
1.9600,-2.5365,0.2863,-2.7657,0.7471,0.0207,-0.0207,0.0353,-0.0000
1.9700,-2.5420,-0.0189,-2.7657,0.5029,0.0203,-0.0203,0.0315,0.0104
1.9800,-2.5475,-0.3241,-2.7657,0.6860,0.0199,-0.0199,0.0315,0.0104
1.9900,-2.5585,-0.7513,-2.7657,0.8081,0.0193,-0.0193,0.0494,-0.0275
2.0000,-2.5750,-0.9344,-2.7657,0.6860,0.0184,-0.0184,0.0494,-0.0275
2.0100,-2.5860,-0.6293,-2.7657,0.6250,0.0175,-0.0175,0.0197,-0.0000
2.0200,-2.5969,-0.2020,-2.7657,0.3809,0.0166,-0.0166,-0.0009,-0.0275
2.0300,-2.5969,0.2252,-2.7712,0.2588,0.0161,-0.0161,-0.0009,-0.0275
2.0400,-2.5969,0.5304,-2.7712,0.5029,0.0158,-0.0158,-0.0009,-0.0275
2.0500,-2.5915,0.2252,-2.7767,0.5640,0.0159,-0.0159,-0.0009,-0.0275
2.0600,-2.5969,0.0421,-2.7767,0.5029,0.0158,-0.0158,-0.0009,-0.0275
2.0700,-2.5969,0.0421,-2.7767,0.5029,0.0158,-0.0158,-0.0009,-0.0275
2.0800,-2.5969,-0.1410,-2.7822,0.4419,0.0159,-0.0159,0.0531,-0.0214
2.0900,-2.6024,-0.0800,-2.7822,0.3809,0.0158,-0.0158,0.0531,-0.0214
2.1000,-2.6024,0.1642,-2.7877,0.3198,0.0159,-0.0159,0.0531,-0.0214
2.1100,-2.6024,0.3473,-2.7932,0.4419,0.0162,-0.0162,0.0531,-0.0214
2.1200,-2.6024,0.5304,-2.7932,0.4419,0.0163,-0.0163,0.0531,-0.0214
2.1300,-2.6024,0.4694,-2.7932,0.5029,0.0164,-0.0164,0.0024,-0.0000
2.1400,-2.6024,0.4083,-2.7932,0.5029,0.0165,-0.0165,0.0024,-0.0000
2.1500,-2.6024,0.2252,-2.7932,0.6250,0.0165,-0.0165,-0.0009,-0.0458
2.1600,-2.6024,-0.0189,-2.7932,0.6250,0.0166,-0.0166,-0.0009,-0.0458
2.1700,-2.6079,-0.2631,-2.7932,0.7471,0.0164,-0.0164,-0.0009,-0.0458
2.1800,-2.6134,-0.1410,-2.7932,0.6860,0.0162,-0.0162,-0.0047,-0.0183
2.1900,-2.6189,0.1031,-2.7987,0.5029,0.0160,-0.0160,-0.0047,-0.0183
2.2000,-2.6244,0.2252,-2.7987,0.4419,0.0157,-0.0157,-0.0047,-0.0183
2.2100,-2.6244,0.2863,-2.8042,0.5029,0.0157,-0.0157,0.0118,-0.0073
2.2200,-2.6244,0.2252,-2.8042,0.5640,0.0157,-0.0157,0.0165,-0.0397
2.2300,-2.6299,0.2863,-2.8042,0.5640,0.0155,-0.0155,0.0165,-0.0397
2.2400,-2.6299,0.2863,-2.8042,0.5640,0.0154,-0.0154,0.0329,-0.0275
2.2500,-2.6299,0.4083,-2.8042,0.5029,0.0153,-0.0153,0.0329,-0.0275
2.2600,-2.6244,0.4083,-2.8042,0.5029,0.0154,-0.0154,0.0329,-0.0275
2.2700,-2.6299,0.1642,-2.8096,0.5029,0.0155,-0.0155,0.0197,-0.0000
2.2800,-2.6299,0.0421,-2.8096,0.5029,0.0156,-0.0156,0.0197,-0.0000
2.2900,-2.6354,-0.0800,-2.8151,0.5029,0.0156,-0.0156,0.0150,-0.0000
2.3000,-2.6409,-0.0800,-2.8151,0.5029,0.0155,-0.0155,0.0353,-0.0275
2.3100,-2.6409,0.1031,-2.8151,0.5640,0.0154,-0.0154,0.0353,-0.0275
2.3200,-2.6464,0.2252,-2.8151,0.6860,0.0152,-0.0152,0.0353,-0.0275
2.3300,-2.6464,0.1642,-2.8206,0.5640,0.0152,-0.0152,0.0329,-0.0275
2.3400,-2.6519,0.2252,-2.8206,0.5029,0.0150,-0.0150,0.0329,-0.0275
2.3500,-2.6519,0.1031,-2.8261,0.5029,0.0151,-0.0151,0.0150,-0.0275
2.3600,-2.6574,0.1031,-2.8261,0.5029,0.0150,-0.0150,-0.0009,-0.0397
2.3700,-2.6629,0.2252,-2.8261,0.5640,0.0147,-0.0147,-0.0009,-0.0397
2.3800,-2.6629,0.3473,-2.8316,0.5640,0.0147,-0.0147,0.0400,-0.0000
2.3900,-2.6629,0.4083,-2.8316,0.5640,0.0147,-0.0147,0.0400,-0.0000
2.4000,-2.6629,0.5304,-2.8316,0.6860,0.0147,-0.0147,0.0400,-0.0000
2.4100,-2.6574,0.5304,-2.8316,0.7471,0.0149,-0.0149,0.0400,-0.0000
2.4200,-2.6574,0.3473,-2.8316,0.7471,0.0150,-0.0150,0.0400,-0.0000
2.4300,-2.6629,-0.0189,-2.8316,0.6860,0.0149,-0.0149,0.0291,0.0104
2.4400,-2.6684,-0.0800,-2.8316,0.6860,0.0147,-0.0147,0.0353,0.0104
2.4500,-2.6739,-0.1410,-2.8261,0.8691,0.0142,-0.0142,0.0353,0.0104
2.4600,-2.6793,-0.1410,-2.8261,0.9912,0.0137,-0.0137,0.0353,0.0104
2.4700,-2.6793,0.2252,-2.8206,0.9912,0.0133,-0.0133,-0.0047,-0.0000
2.4800,-2.6793,0.5304,-2.8151,0.9912,0.0128,-0.0128,-0.0047,-0.0000
2.4900,-2.6793,0.4694,-2.8151,0.9302,0.0125,-0.0125,0.0127,-0.0226
2.5000,-2.6793,0.4694,-2.8151,0.9302,0.0123,-0.0123,0.0329,-0.0183
2.5100,-2.6793,0.3473,-2.8096,0.8081,0.0120,-0.0120,0.0329,-0.0183
2.5200,-2.6793,0.3473,-2.8096,0.7471,0.0118,-0.0118,0.0197,-0.0122
2.5300,-2.6793,0.2863,-2.8096,0.8081,0.0116,-0.0116,0.0197,-0.0122
2.5400,-2.6793,0.3473,-2.8096,0.9912,0.0115,-0.0115,0.0197,-0.0122
2.5500,-2.6793,0.4083,-2.8042,1.1743,0.0113,-0.0113,-0.0033,-0.0000
2.5600,-2.6793,0.4694,-2.7987,1.1133,0.0110,-0.0110,-0.0033,-0.0000
2.5700,-2.6848,0.3473,-2.7932,1.1133,0.0105,-0.0105,0.0353,-0.0104
2.5800,-2.6848,0.2252,-2.7932,1.0522,0.0102,-0.0102,-0.0071,0.0104
2.5900,-2.6848,0.2863,-2.7877,0.8691,0.0098,-0.0098,-0.0071,0.0104
2.6000,-2.6848,0.7135,-2.7877,0.7471,0.0095,-0.0095,-0.0071,0.0104
2.6100,-2.6793,0.8966,-2.7877,0.7471,0.0095,-0.0095,0.0315,-0.0122
2.6200,-2.6739,0.8356,-2.7877,0.9302,0.0096,-0.0096,-0.0033,-0.0000
2.6300,-2.6684,0.5304,-2.7822,0.9912,0.0097,-0.0097,-0.0033,-0.0000
2.6400,-2.6684,0.2863,-2.7767,1.1743,0.0096,-0.0096,0.0188,-0.0275
2.6500,-2.6739,0.2252,-2.7712,1.1743,0.0093,-0.0093,0.0188,-0.0275
2.6600,-2.6739,0.1642,-2.7657,1.1133,0.0088,-0.0088,0.0188,-0.0275
2.6700,-2.6739,0.3473,-2.7602,1.0522,0.0084,-0.0084,0.0118,-0.0275
2.6800,-2.6793,0.4694,-2.7602,0.9912,0.0080,-0.0080,-0.0071,-0.0000
2.6900,-2.6739,0.6525,-2.7602,1.0522,0.0078,-0.0078,-0.0071,-0.0000
2.7000,-2.6739,0.8356,-2.7547,1.0522,0.0076,-0.0076,-0.0071,-0.0000
2.7100,-2.6684,0.8966,-2.7492,1.0522,0.0074,-0.0074,-0.0071,-0.0000
2.7200,-2.6848,-0.1410,-2.7437,1.2354,0.0066,-0.0066,0.0009,0.0104
2.7300,-2.7013,-0.1410,-2.7382,1.3574,0.0055,-0.0055,0.0009,0.0104
2.7400,-2.7178,-0.1410,-2.7327,1.3574,0.0041,-0.0041,0.0009,0.0104
2.7500,-2.7343,-0.1410,-2.7272,1.1743,0.0026,-0.0026,-0.0141,-0.0122
