time_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_cmd_torque_nm,right_cmd_torque_nm,left_actual_torque_nm,right_actual_torque_nm
1.4500,-1.6907,-2.6126,0.5954,-4.5810,-0.1966,0.1966,-0.1631,0.0982
1.4600,-1.7182,-2.2464,0.5624,-4.9472,-0.1974,0.1974,-0.0564,0.1366
1.4700,-1.7456,-2.1854,0.5350,-4.0927,-0.1979,0.1979,-0.0564,0.1366
1.4800,-1.7731,-2.0633,0.5240,-2.6889,-0.1987,0.1987,-0.1810,0.1519
1.4900,-1.8006,-2.3074,0.5020,-4.5810,-0.1995,0.1995,-0.1810,0.1519
1.5000,-1.8280,-2.9788,0.4526,-6.7783,-0.1993,0.1993,-0.1810,0.2410
1.5100,-1.8665,-4.6268,0.4031,-6.8393,-0.1989,0.1989,-0.1810,0.2410
1.5200,-1.9159,-5.0540,0.3592,-5.4965,-0.1988,0.1988,-0.1974,0.1671
1.5300,-1.9599,-4.9930,0.3262,-2.7499,-0.1990,0.1990,-0.1739,0.2885
1.5400,-1.9983,-3.9554,0.3207,-0.7358,-0.2001,0.2001,-0.1739,0.2885
1.5500,-2.0203,-3.2840,0.2933,-8.6093,-0.2007,0.2007,-0.1880,0.2086
1.5600,-2.0423,-2.7957,0.1614,-17.3984,-0.1979,0.1979,-0.1880,0.2086
1.5700,-2.0533,-0.8426,0.0790,-9.0976,-0.1940,0.1940,-0.1880,0.2086
1.5800,-2.0587,-0.5984,0.0516,-3.9096,-0.1907,0.1907,-0.2115,0.1842
1.5900,-2.0587,-0.8426,0.0571,-1.9565,-0.1887,0.1887,-0.2115,0.1842
1.6000,-2.0697,-1.8802,0.0186,-6.2289,-0.1866,0.1866,-0.1904,0.2037
1.6100,-2.0972,-3.6502,-0.0308,-6.4731,-0.1845,0.1845,-0.1904,0.2037
1.6200,-2.1302,-3.8333,-0.0912,-8.9145,-0.1823,0.1823,-0.2021,0.1641
1.6300,-2.1521,-2.1243,-0.1736,-9.7690,-0.1791,0.1791,-0.2021,0.1641
1.6400,-2.1521,0.1950,-0.2176,-4.7641,-0.1757,0.1757,-0.2021,0.1641
1.6500,-2.1466,-0.1712,-0.2396,-3.9096,-0.1726,0.1726,-0.1983,0.1915
1.6600,-2.1521,-1.3919,-0.2780,-5.2524,-0.1696,0.1696,-0.1983,0.1915
1.6700,-2.1631,-1.6360,-0.3329,-6.5952,-0.1663,0.1663,-0.1983,0.1915
1.6800,-2.1741,-1.5140,-0.3824,-6.6562,-0.1630,0.1630,-0.1880,0.1842
1.6900,-2.1961,-2.3074,-0.4373,-7.2665,-0.1599,0.1599,-0.1880,0.1842
1.7000,-2.2126,-2.7957,-0.5032,-7.9990,-0.1563,0.1563,-0.1880,0.1842
1.7100,-2.2345,-2.4905,-0.5527,-6.2289,-0.1532,0.1532,-0.1640,0.1842
1.7200,-2.2455,-1.9412,-0.5911,-5.7407,-0.1502,0.1502,-0.1640,0.1842
1.7300,-2.2510,-0.7816,-0.6351,-6.4731,-0.1472,0.1472,-0.1640,0.1842
1.7400,-2.2400,0.6223,-0.6845,-7.7548,-0.1434,0.1434,-0.1748,0.1915
1.7500,-2.2180,1.4157,-0.7339,-7.9990,-0.1388,0.1388,-0.1748,0.1915
1.7600,-2.2016,0.5612,-0.7834,-7.6938,-0.1338,0.1338,-0.1748,0.1915
1.7700,-2.1961,-0.9036,-0.8163,-5.4355,-0.1294,0.1294,-0.1748,0.1915
1.7800,-2.1961,-1.4529,-0.8383,-4.7641,-0.1258,0.1258,-0.1795,0.1549
1.7900,-2.2016,-1.3309,-0.8823,-6.6562,-0.1223,0.1223,-0.1795,0.1549
1.8000,-2.2071,-1.0257,-0.9207,-5.2524,-0.1189,0.1189,-0.1584,0.1702
1.8100,-2.2071,-0.7816,-0.9482,-4.5810,-0.1159,0.1159,-0.1584,0.1702
1.8200,-2.1961,0.0729,-0.9756,-5.4355,-0.1128,0.1128,-0.1584,0.2178
1.8300,-2.1906,-0.2933,-1.0361,-8.7924,-0.1088,0.1088,-0.1321,0.1238
1.8400,-2.1796,0.6223,-1.1020,-6.7172,-0.1039,0.1039,-0.1321,0.1238
1.8500,-2.1631,0.5612,-1.1295,-3.7875,-0.0994,0.0994,-0.1321,0.1238
1.8600,-2.1466,-0.2322,-1.1514,-3.8486,-0.0952,0.0952,-0.1203,0.1318
1.8700,-2.1411,-0.5374,-1.1789,-3.6044,-0.0915,0.0915,-0.1203,0.1318
1.8800,-2.1411,-0.5374,-1.2118,-4.7641,-0.0881,0.0881,-0.1203,0.1318
1.8900,-2.1411,-1.2088,-1.2558,-5.6186,-0.0845,0.0845,-0.1109,0.0964
1.9000,-2.1521,-2.4295,-1.2997,-4.8862,-0.0812,0.0812,-0.1109,0.0964
1.9100,-2.1741,-2.6126,-1.3272,-4.3979,-0.0788,0.0788,-0.1194,0.1165
1.9200,-2.1851,-1.9412,-1.3547,-4.3979,-0.0767,0.0767,-0.1194,0.1165
1.9300,-2.1906,-1.2698,-1.3821,-4.1537,-0.0746,0.0746,-0.0945,0.0964
1.9400,-2.1906,-0.5984,-1.4151,-4.9472,-0.0723,0.0723,-0.0945,0.0964
1.9500,-2.1851,-0.2322,-1.4426,-4.5810,-0.0698,0.0698,-0.0945,0.0964
1.9600,-2.1851,-0.5374,-1.4645,-3.3603,-0.0675,0.0675,-0.0696,0.1165
1.9700,-2.1851,-0.9036,-1.4810,-3.1161,-0.0655,0.0655,-0.0696,0.1165
1.9800,-2.1906,-1.1478,-1.4975,-2.7499,-0.0638,0.0638,-0.0696,0.1165
1.9900,-2.2016,-1.2698,-1.5085,-1.9565,-0.0627,0.0627,-0.0945,0.0409
2.0000,-2.2126,-1.1478,-1.5195,-1.7123,-0.0620,0.0620,-0.0945,0.0409
2.0100,-2.2180,-0.7816,-1.5305,-1.8954,-0.0613,0.0613,-0.0945,0.0409
2.0200,-2.2235,-0.5374,-1.5469,-2.0786,-0.0606,0.0606,-0.0945,0.1226
2.0300,-2.2345,-0.9036,-1.5689,-2.1396,-0.0597,0.0597,-0.0945,0.1226
2.0400,-2.2510,-1.5140,-1.5964,-2.8110,-0.0589,0.0589,-0.0945,0.0628
2.0500,-2.2730,-2.1854,-1.6238,-2.2617,-0.0581,0.0581,-0.0945,0.0628
2.0600,-2.3004,-2.3685,-1.6458,-2.1396,-0.0578,0.0578,-0.0945,0.0628
2.0700,-2.3224,-1.9412,-1.6678,-2.4448,-0.0576,0.0576,-0.0945,0.0628
2.0800,-2.3389,-1.4529,-1.6898,-2.0175,-0.0572,0.0572,-0.0743,0.0763
2.0900,-2.3554,-1.0257,-1.7062,-1.5903,-0.0570,0.0570,-0.0743,0.0763
2.1000,-2.3664,-0.7816,-1.7227,-1.5903,-0.0567,0.0567,-0.0578,0.0689
2.1100,-2.3719,-0.4764,-1.7392,-1.7734,-0.0562,0.0562,-0.0743,0.0891
2.1200,-2.3773,-0.2933,-1.7557,-2.0175,-0.0556,0.0556,-0.0743,0.0891
2.1300,-2.3773,-0.1712,-1.7776,-2.2617,-0.0545,0.0545,-0.0743,0.0891
2.1400,-2.3828,-0.2322,-1.7941,-1.7123,-0.0534,0.0534,-0.0461,0.0476
2.1500,-2.3883,-0.9036,-1.8051,-1.2851,-0.0526,0.0526,-0.0461,0.0476
2.1600,-2.4048,-1.2698,-1.8161,-1.2851,-0.0522,0.0522,-0.0461,0.0476
2.1700,-2.4158,-1.2698,-1.8216,-0.9799,-0.0521,0.0521,-0.0461,0.0476
2.1800,-2.4323,-1.2698,-1.8326,-1.2241,-0.0521,0.0521,-0.0447,0.0488
2.1900,-2.4433,-1.0257,-1.8381,0.1187,-0.0523,0.0523,-0.0447,0.0488
2.2000,-2.4597,-1.0867,-1.8436,-0.1865,-0.0528,0.0528,-0.0578,0.0287
2.2100,-2.4707,-1.2698,-1.8436,0.2408,-0.0534,0.0534,-0.0578,0.0287
2.2200,-2.4817,-0.9647,-1.8491,0.3629,-0.0540,0.0540,-0.0578,0.0287
2.2300,-2.4927,-0.7816,-1.8545,0.1797,-0.0545,0.0545,-0.0578,0.0287
2.2400,-2.5037,-0.7205,-1.8600,0.3629,-0.0551,0.0551,-0.0578,0.0287
2.2500,-2.5147,-0.5984,-1.8655,0.0577,-0.0556,0.0556,-0.0578,0.0012
2.2600,-2.5257,-0.7205,-1.8710,-0.0034,-0.0561,0.0561,-0.0578,0.0012
2.2700,-2.5366,-0.8426,-1.8765,0.7291,-0.0566,0.0566,-0.0649,0.0214
2.2800,-2.5476,-0.6595,-1.8710,1.1563,-0.0574,0.0574,-0.0649,0.0214
2.2900,-2.5641,-0.5374,-1.8765,-0.0034,-0.0582,0.0582,-0.0414,0.0214
2.3000,-2.5696,-0.4153,-1.8820,0.7901,-0.0588,0.0588,-0.0414,0.0061
2.3100,-2.5806,-0.2322,-1.8710,1.7056,-0.0598,0.0598,-0.0414,0.0061
2.3200,-2.5861,-0.2322,-1.8655,1.2173,-0.0608,0.0608,-0.0414,0.0061
2.3300,-2.5971,-0.2933,-1.8600,2.0108,-0.0619,0.0619,-0.0414,0.0061
2.3400,-2.6026,-0.2322,-1.8545,1.8887,-0.0630,0.0630,-0.0414,0.0061
2.3500,-2.6136,-0.5984,-1.8491,1.7056,-0.0642,0.0642,-0.0414,0.0061
2.3600,-2.6245,-1.2088,-1.8491,1.7056,-0.0653,0.0653,-0.0541,0.0488
2.3700,-2.6410,-1.0257,-1.8491,1.6446,-0.0666,0.0666,-0.0376,0.0488
2.3800,-2.6575,-1.3309,-1.8491,2.0108,-0.0679,0.0679,-0.0376,0.0488
2.3900,-2.6795,-1.3919,-1.8436,2.1939,-0.0695,0.0695,-0.0376,0.0488
2.4000,-2.6960,-1.2698,-1.8436,1.7667,-0.0711,0.0711,-0.0376,0.0488
2.4100,-2.7124,-1.2698,-1.8381,2.1329,-0.0728,0.0728,-0.0376,0.0488
2.4200,-2.7344,-1.0867,-1.8326,2.3160,-0.0747,0.0747,-0.0578,0.0214
2.4300,-2.7454,-0.9036,-1.8271,2.3160,-0.0765,0.0765,-0.0578,0.0214
2.4400,-2.7619,-0.4764,-1.8161,2.4380,-0.0785,0.0785,-0.0611,0.0488
2.4500,-2.7729,-0.2933,-1.8161,1.7667,-0.0801,0.0801,-0.0578,0.0488
2.4600,-2.7783,-0.2322,-1.8161,1.4615,-0.0814,0.0814,-0.0578,0.0488
2.4700,-2.7893,-0.2933,-1.8216,1.1563,-0.0824,0.0824,-0.0414,0.0781
2.4800,-2.8003,-0.4153,-1.8271,1.0342,-0.0832,0.0832,-0.0414,0.0781
2.4900,-2.8058,-0.2933,-1.8271,0.7901,-0.0839,0.0839,-0.0414,0.0781
2.5000,-2.8168,-0.2322,-1.8326,0.9732,-0.0845,0.0845,-0.0743,0.0964
2.5100,-2.8223,-0.2322,-1.8271,1.0342,-0.0853,0.0853,-0.0743,0.0964
2.5200,-2.8333,-0.4153,-1.8326,0.1797,-0.0859,0.0859,-0.0743,0.0964
2.5300,-2.8443,-0.6595,-1.8271,0.7901,-0.0868,0.0868,-0.0733,0.0781
2.5400,-2.8553,-0.8426,-1.8216,1.0342,-0.0879,0.0879,-0.0733,0.0781
2.5500,-2.8717,-1.0867,-1.8106,1.5225,-0.0894,0.0894,-0.0743,0.0781
2.5600,-2.8882,-1.4529,-1.8051,1.2173,-0.0911,0.0911,-0.0743,0.0781
2.5700,-2.9047,-1.5140,-1.8051,1.5225,-0.0927,0.0927,-0.0743,0.0781
2.5800,-2.9267,-1.1478,-1.7941,2.4380,-0.0947,0.0947,-0.0743,0.0964
2.5900,-2.9377,-0.9036,-1.7776,3.0484,-0.0968,0.0968,-0.0757,0.1427
2.6000,-2.9541,-0.6595,-1.7612,2.8653,-0.0992,0.0992,-0.0757,0.1427
2.6100,-2.9651,-0.2933,-1.7392,3.1094,-0.1017,0.1017,-0.1123,0.1055
2.6200,-2.9761,-0.2322,-1.7172,3.3536,-0.1044,0.1044,-0.0827,0.0854
2.6300,-2.9871,-0.4764,-1.7007,2.4991,-0.1069,0.1069,-0.0827,0.0854
2.6400,-3.0036,-0.5374,-1.6898,2.4991,-0.1095,0.1095,-0.0827,0.0854
2.6500,-3.0255,-0.8426,-1.6733,3.2315,-0.1122,0.1122,-0.0827,0.0854
2.6600,-3.0475,-1.2088,-1.6513,3.7198,-0.1154,0.1154,-0.1617,0.0964
2.6700,-3.0640,-0.5374,-1.6348,3.2925,-0.1184,0.1184,-0.1617,0.0964
2.6800,-3.0805,0.4391,-1.6293,2.3160,-0.1211,0.1211,-0.1086,0.1226
2.6900,-3.0860,0.4391,-1.6293,1.3394,-0.1230,0.1230,-0.1086,0.1226
2.7000,-3.1024,-0.5374,-1.6403,0.4239,-0.1245,0.1245,-0.1086,0.1226
2.7100,-3.1244,-1.6971,-1.6403,0.7901,-0.1261,0.1261,-0.1086,0.0793
2.7200,-3.1519,-1.8192,-1.6348,0.7291,-0.1281,0.1281,-0.1086,0.0793
2.7300,-3.1684,0.1950,-1.6293,0.1797,-0.1301,0.1301,-0.1086,0.0793
2.7400,-3.1574,2.2702,-1.6293,-0.7358,-0.1312,0.1312,-0.1297,0.1074
2.7500,-3.1354,2.9416,-1.6293,-1.4682,-0.1312,0.1312,-0.1297,0.1074
2.7600,-3.1079,2.3923,-1.6293,-0.9189,-0.1305,0.1305,-0.1297,0.1074
2.7700,-3.0915,2.2702,-1.6293,-1.8344,-0.1295,0.1295,-0.0931,0.1348
