elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_command_torque_nm,right_command_torque_nm,left_actual_torque_nm,right_actual_torque_nm,feedback_gain,delay_s
0.2600,0.4483,0.7068,-0.3270,2.1152,0.0767,-0.0767,-0.0056,0.0122,5.0000,0.2500
0.2700,0.4483,0.4016,-0.3160,2.0541,0.0767,-0.0767,-0.0103,0.0073,5.0000,0.2500
0.2800,0.4483,0.3406,-0.3160,2.0541,0.0767,-0.0767,0.0898,-0.0506,5.0000,0.2500
0.2900,0.4483,0.3406,-0.2996,1.9931,0.0767,-0.0767,0.0555,-0.0952,5.0000,0.2500
0.3000,0.4428,0.0354,-0.2776,1.9931,0.0766,-0.0766,0.0719,-0.0671,5.0000,0.2500
0.3100,0.4318,-0.2698,-0.2666,1.7490,0.0766,-0.0766,0.0921,-0.0671,5.0000,0.2500
0.3200,0.4264,0.0964,-0.2611,1.3217,0.0766,-0.0766,0.0954,-0.1269,5.0000,0.2500
0.3300,0.4264,0.5847,-0.2556,1.6269,0.0766,-0.0766,0.0555,-0.0244,5.0000,0.2500
0.3400,0.4264,0.4016,-0.2501,1.5048,0.0766,-0.0766,0.0757,-0.0409,5.0000,0.2500
0.3500,0.4264,0.7068,-0.2501,1.5048,0.0766,-0.0766,0.0921,-0.0933,5.0000,0.2500
0.3600,0.4318,0.8289,-0.2336,1.8100,0.0766,-0.0766,0.0898,-0.0409,5.0000,0.2500
0.3700,0.4373,0.7678,-0.2226,1.9931,0.0766,-0.0766,0.0484,-0.1165,5.0000,0.2500
0.3800,0.4428,0.6458,-0.2062,2.1762,0.0766,-0.0766,0.0954,-0.0891,5.0000,0.2500
0.3900,0.4428,0.5237,-0.1897,2.2372,0.0766,-0.0766,0.0860,-0.0891,5.0000,0.2500
0.4000,0.4428,0.2185,-0.1732,2.1762,0.0765,-0.0765,0.0696,-0.0506,5.0000,0.2500
0.4100,0.4428,0.0964,-0.1622,2.0541,0.0763,-0.0763,0.0517,-0.0671,5.0000,0.2500
0.4200,0.4373,0.4626,-0.1622,2.0541,0.0762,-0.0762,0.0898,-0.0671,5.0000,0.2500
0.4300,0.4373,0.3406,-0.1403,1.5659,0.0760,-0.0760,0.0719,-0.1165,5.0000,0.2500
0.4400,0.4373,0.3406,-0.1348,1.4438,0.0759,-0.0759,0.0898,-0.0891,5.0000,0.2500
0.4500,0.4373,0.0354,-0.1293,1.4438,0.0755,-0.0755,0.0860,-0.0348,5.0000,0.2500
0.4600,0.4373,0.0354,-0.1293,1.4438,0.0755,-0.0755,0.0743,-0.0348,5.0000,0.2500
0.4700,0.4264,-0.0256,-0.1128,1.6269,0.0750,-0.0750,0.0898,-0.0671,5.0000,0.2500
0.4800,0.4209,0.0964,-0.1018,1.8100,0.0747,-0.0747,0.0686,-0.0671,5.0000,0.2500
0.4900,0.4209,0.0964,-0.1018,1.8100,0.0746,-0.0746,0.0898,-0.0671,5.0000,0.2500
0.5000,0.4209,0.2185,-0.0798,1.8100,0.0742,-0.0742,0.0555,-0.0671,5.0000,0.2500
0.5100,0.4209,0.2185,-0.0688,1.8710,0.0741,-0.0741,0.0555,-0.0891,5.0000,0.2500
0.5200,0.4209,0.2185,-0.0579,1.8100,0.0738,-0.0738,0.0686,-0.0409,5.0000,0.2500
0.5300,0.4209,0.4626,-0.0524,1.6879,0.0731,-0.0731,0.0757,-0.0409,5.0000,0.2500
0.5400,0.4209,0.4626,-0.0524,1.6879,0.0729,-0.0729,0.0757,-0.0153,5.0000,0.2500
0.5500,0.4264,0.6458,-0.0524,1.6879,0.0727,-0.0727,0.0484,-0.0933,5.0000,0.2500
0.5600,0.4318,0.7068,-0.0304,1.6879,0.0715,-0.0715,0.0719,-0.0933,5.0000,0.2500
0.5700,0.4373,0.4626,-0.0249,1.7490,0.0711,-0.0711,0.0921,-0.0671,5.0000,0.2500
0.5800,0.4373,0.4626,-0.0139,1.7490,0.0708,-0.0708,0.0860,-0.0671,5.0000,0.2500
0.5900,0.4373,0.4016,-0.0084,1.7490,0.0698,-0.0698,0.0494,-0.0891,5.0000,0.2500
0.6000,0.4373,0.2185,-0.0084,1.7490,0.0696,-0.0696,0.0719,-0.0628,5.0000,0.2500
0.6100,0.4373,-0.0256,0.0081,1.6879,0.0688,-0.0688,0.0898,-0.0671,5.0000,0.2500
0.6200,0.4318,-0.2087,0.0191,1.6269,0.0681,-0.0681,0.0898,-0.0409,5.0000,0.2500
0.6300,0.4209,0.2185,0.0245,1.3828,0.0676,-0.0676,0.0719,-0.0409,5.0000,0.2500
0.6400,0.4264,0.4626,0.0300,1.2607,0.0670,-0.0670,0.0931,-0.0671,5.0000,0.2500
0.6500,0.4264,0.4626,0.0300,1.2607,0.0668,-0.0668,0.0719,-0.0628,5.0000,0.2500
0.6600,0.4264,0.5237,0.0355,1.3828,0.0656,-0.0656,0.0484,-0.0409,5.0000,0.2500
0.6700,0.4264,0.5237,0.0355,1.3828,0.0656,-0.0656,0.0898,-0.0628,5.0000,0.2500
0.6800,0.4373,0.8289,0.0520,1.7490,0.0641,-0.0641,0.0696,-0.0409,5.0000,0.2500
0.6900,0.4428,0.8289,0.0630,2.0541,0.0634,-0.0634,0.0696,-0.0628,5.0000,0.2500
0.7000,0.4593,0.8899,0.0795,2.1762,0.0627,-0.0627,0.0555,-0.0628,5.0000,0.2500
0.7100,0.4593,0.8899,0.0905,2.0541,0.0624,-0.0624,0.0696,-0.0348,5.0000,0.2500
0.7200,0.4648,0.4016,0.1014,2.1152,0.0614,-0.0614,0.0757,-0.0409,5.0000,0.2500
0.7300,0.4703,0.8899,0.1124,1.9931,0.0604,-0.0604,0.0757,-0.0409,5.0000,0.2500
0.7400,0.4813,0.8899,0.1124,1.9931,0.0601,-0.0601,0.0719,-0.0366,5.0000,0.2500
0.7500,0.4813,0.2185,0.1289,1.8100,0.0589,-0.0589,0.0686,-0.0628,5.0000,0.2500
0.7600,0.4813,0.4626,0.1399,1.8710,0.0583,-0.0583,0.0461,-0.0628,5.0000,0.2500
0.7700,0.4868,0.4626,0.1509,1.6879,0.0572,-0.0572,0.0555,-0.0671,5.0000,0.2500
0.7800,0.4868,0.7068,0.1619,1.5048,0.0568,-0.0568,0.0757,-0.0409,5.0000,0.2500
0.7900,0.4978,1.1340,0.1619,1.5048,0.0562,-0.0562,0.0555,-0.0891,5.0000,0.2500
0.8000,0.5087,1.1951,0.1729,1.3217,0.0549,-0.0549,0.0719,-0.0628,5.0000,0.2500
0.8100,0.5197,1.2561,0.1729,1.3217,0.0545,-0.0545,0.0686,-0.0409,5.0000,0.2500
0.8200,0.5307,1.2561,0.1784,1.0165,0.0535,-0.0535,0.0118,-0.0671,5.0000,0.2500
0.8300,0.5527,0.8289,0.1838,1.0776,0.0527,-0.0527,0.0484,-0.0628,5.0000,0.2500
0.8400,0.5527,0.8289,0.1893,1.1386,0.0524,-0.0524,0.0686,-0.0409,5.0000,0.2500
0.8500,0.5637,0.6458,0.1893,1.1996,0.0513,-0.0513,0.0719,-0.0671,5.0000,0.2500
0.8600,0.5637,0.6458,0.1948,1.1996,0.0511,-0.0511,0.0954,-0.0409,5.0000,0.2500
0.8700,0.5692,0.6458,0.1948,1.1996,0.0505,-0.0505,0.0719,-0.0305,5.0000,0.2500
0.8800,0.5747,0.7678,0.2003,1.4438,0.0492,-0.0492,0.0719,-0.0244,5.0000,0.2500
0.8900,0.5857,0.8899,0.2168,1.5048,0.0486,-0.0486,0.0719,-0.0153,5.0000,0.2500
0.9000,0.6021,0.9509,0.2223,1.5048,0.0476,-0.0476,0.0719,-0.0933,5.0000,0.2500
0.9100,0.6131,0.7678,0.2278,1.3217,0.0470,-0.0470,0.0315,-0.0732,5.0000,0.2500
0.9200,0.6186,0.5847,0.2333,1.1996,0.0465,-0.0465,0.0719,-0.0610,5.0000,0.2500
0.9300,0.6186,0.5847,0.2333,1.1996,0.0465,-0.0465,0.0719,-0.0671,5.0000,0.2500
0.9400,0.6186,0.5847,0.2388,1.0776,0.0456,-0.0456,0.0686,-0.0671,5.0000,0.2500
0.9500,0.6241,0.5237,0.2388,0.9555,0.0445,-0.0445,0.0517,-0.0610,5.0000,0.2500
0.9600,0.6296,0.5237,0.2443,0.9555,0.0440,-0.0440,0.0315,-0.0153,5.0000,0.2500
0.9700,0.6351,0.6458,0.2443,0.9555,0.0432,-0.0432,0.0686,-0.0153,5.0000,0.2500
0.9800,0.6406,0.8289,0.2443,0.8945,0.0427,-0.0427,0.0555,-0.0409,5.0000,0.2500
0.9900,0.6406,0.8289,0.2443,1.0776,0.0424,-0.0424,0.0315,-0.0671,5.0000,0.2500
1.0000,0.6516,0.8899,0.2443,1.0776,0.0419,-0.0419,0.0517,-0.0671,5.0000,0.2500
1.0100,0.6516,0.8899,0.2553,1.2607,0.0412,-0.0412,0.0696,-0.0671,5.0000,0.2500
1.0200,0.6626,0.4016,0.2608,1.2607,0.0403,-0.0403,0.0757,-0.0348,5.0000,0.2500
1.0300,0.6571,-0.3308,0.2608,1.0165,0.0399,-0.0399,0.0315,-0.0153,5.0000,0.2500
1.0400,0.6406,-0.3308,0.2608,0.8334,0.0392,-0.0392,0.0517,-0.0671,5.0000,0.2500
1.0500,0.6351,-0.0867,0.2608,0.7114,0.0388,-0.0388,0.0555,-0.0409,5.0000,0.2500
1.0600,0.6351,0.3406,0.2553,0.6503,0.0384,-0.0384,0.0118,-0.0409,5.0000,0.2500
1.0700,0.6351,0.3406,0.2553,0.6503,0.0384,-0.0384,0.0555,-0.0153,5.0000,0.2500
1.0800,0.6351,0.4626,0.2443,0.4672,0.0377,-0.0377,0.0517,-0.0458,5.0000,0.2500
1.0900,0.6351,0.4626,0.2388,0.4672,0.0375,-0.0375,0.0494,-0.0671,5.0000,0.2500
1.1000,0.6406,0.5237,0.2333,0.5893,0.0372,-0.0372,0.0118,-0.0092,5.0000,0.2500
1.1100,0.6461,0.7678,0.2333,0.5893,0.0369,-0.0369,0.0353,-0.0409,5.0000,0.2500
1.1200,0.6571,0.5847,0.2278,0.4672,0.0367,-0.0367,0.0353,-0.0671,5.0000,0.2500
1.1300,0.6626,0.5237,0.2223,0.3452,0.0365,-0.0365,0.0353,-0.0671,5.0000,0.2500
1.1400,0.6626,0.5237,0.2223,0.3452,0.0365,-0.0365,0.0555,-0.0153,5.0000,0.2500
1.1500,0.6626,0.5847,0.2113,0.3452,0.0361,-0.0361,0.0141,-0.0409,5.0000,0.2500
1.1600,0.6626,0.5847,0.2058,0.3452,0.0361,-0.0361,0.0555,-0.0183,5.0000,0.2500
1.1700,0.6681,0.6458,0.2003,0.3452,0.0359,-0.0359,0.0353,-0.0153,5.0000,0.2500
1.1800,0.6790,0.5847,0.1948,0.4062,0.0357,-0.0357,0.0696,-0.0671,5.0000,0.2500
1.1900,0.6845,0.4626,0.1893,0.5283,0.0357,-0.0357,0.0517,-0.0671,5.0000,0.2500
1.2000,0.6845,0.4016,0.1893,0.5283,0.0356,-0.0356,0.0353,-0.0348,5.0000,0.2500
1.2100,0.6845,0.4016,0.1838,0.6503,0.0355,-0.0355,0.0517,-0.0409,5.0000,0.2500
1.2200,0.6845,0.4016,0.1838,0.6503,0.0354,-0.0354,0.0118,-0.0409,5.0000,0.2500
1.2300,0.6845,0.4016,0.1784,0.4672,0.0354,-0.0354,0.0484,-0.0409,5.0000,0.2500
1.2400,0.6900,0.4016,0.1729,0.4062,0.0353,-0.0353,0.0315,-0.0183,5.0000,0.2500
1.2500,0.6900,0.3406,0.1729,0.4062,0.0353,-0.0353,0.0315,-0.0153,5.0000,0.2500
1.2600,0.6900,0.3406,0.1729,0.4062,0.0353,-0.0353,0.0080,-0.0409,5.0000,0.2500
1.2700,0.6900,0.3406,0.1564,-0.0211,0.0353,-0.0353,0.0517,-0.0409,5.0000,0.2500
1.2800,0.6900,0.4016,0.1454,-0.1431,0.0353,-0.0353,0.0447,-0.0409,5.0000,0.2500
1.2900,0.6900,0.3406,0.1344,-0.2042,0.0351,-0.0351,0.0141,-0.0153,5.0000,0.2500
1.3000,0.6845,0.0964,0.1234,-0.2042,0.0350,-0.0350,0.0141,-0.0994,5.0000,0.2500
1.3100,0.6845,-0.0867,0.1124,-0.2652,0.0349,-0.0349,0.0484,-0.0671,5.0000,0.2500
1.3200,0.6790,0.1575,0.1124,-0.2652,0.0349,-0.0349,0.0484,-0.0409,5.0000,0.2500
1.3300,0.6790,0.5237,0.0850,-0.2652,0.0348,-0.0348,0.0484,-0.0409,5.0000,0.2500
1.3400,0.6845,0.4626,0.0740,-0.1431,0.0348,-0.0348,0.0484,-0.1208,5.0000,0.2500
1.3500,0.6845,0.4626,0.0685,0.1010,0.0349,-0.0349,0.0282,-0.0671,5.0000,0.2500
1.3600,0.6845,0.0964,0.0630,0.3452,0.0349,-0.0349,0.0118,-0.0409,5.0000,0.2500
1.3700,0.6790,-0.0256,0.0575,0.3452,0.0351,-0.0351,0.0517,0.0122,5.0000,0.2500
1.3800,0.6790,0.2185,0.0520,0.3452,0.0352,-0.0352,0.0555,-0.0348,5.0000,0.2500
1.3900,0.6735,0.4016,0.0520,0.3452,0.0354,-0.0354,0.0757,-0.0671,5.0000,0.2500
1.4000,0.6735,0.2185,0.0410,0.2841,0.0357,-0.0357,0.0353,-0.0409,5.0000,0.2500
1.4100,0.6735,0.2185,0.0355,0.1620,0.0357,-0.0357,0.0353,-0.0153,5.0000,0.2500
1.4200,0.6681,0.1575,0.0300,-0.0821,0.0360,-0.0360,0.0555,-0.0153,5.0000,0.2500
1.4300,0.6681,0.1575,0.0191,-0.0821,0.0363,-0.0363,0.0315,-0.0409,5.0000,0.2500
1.4400,0.6626,0.4626,0.0081,-0.0821,0.0368,-0.0368,0.0315,-0.0409,5.0000,0.2500
1.4500,0.6626,0.5237,0.0026,-0.2042,0.0370,-0.0370,0.0150,-0.0153,5.0000,0.2500
1.4600,0.6626,0.1575,0.0026,-0.2042,0.0373,-0.0373,-0.0056,-0.0153,5.0000,0.2500
1.4700,0.6571,0.3406,-0.0194,-0.0211,0.0378,-0.0378,0.0555,-0.0153,5.0000,0.2500
1.4800,0.6571,0.4016,-0.0304,-0.0211,0.0380,-0.0380,0.0282,-0.0153,5.0000,0.2500
1.4900,0.6571,0.4016,-0.0359,-0.0211,0.0382,-0.0382,0.0555,-0.0153,5.0000,0.2500
1.5000,0.6571,0.4626,-0.0414,0.1010,0.0388,-0.0388,0.0353,-0.0409,5.0000,0.2500
1.5100,0.6571,0.4626,-0.0469,0.2231,0.0392,-0.0392,0.0555,-0.0409,5.0000,0.2500
1.5200,0.6571,0.2795,-0.0469,0.2231,0.0393,-0.0393,-0.0094,-0.0409,5.0000,0.2500
1.5300,0.6516,0.2185,-0.0579,0.3452,0.0401,-0.0401,0.0517,-0.0153,5.0000,0.2500
1.5400,0.6516,0.2795,-0.0579,0.4062,0.0404,-0.0404,0.0353,-0.0409,5.0000,0.2500
1.5500,0.6461,0.2795,-0.0633,0.4062,0.0408,-0.0408,-0.0056,-0.0628,5.0000,0.2500
1.5600,0.6461,0.2795,-0.0688,0.3452,0.0410,-0.0410,0.0071,-0.0409,5.0000,0.2500
1.5700,0.6461,0.4016,-0.0688,0.3452,0.0414,-0.0414,-0.0056,-0.0153,5.0000,0.2500
1.5800,0.6406,0.5237,-0.0688,0.3452,0.0415,-0.0415,0.0484,-0.0153,5.0000,0.2500
1.5900,0.6406,0.4016,-0.0798,0.3452,0.0430,-0.0430,0.0353,-0.0153,5.0000,0.2500
1.6000,0.6351,0.2795,-0.0908,0.2231,0.0434,-0.0434,0.0484,-0.0409,5.0000,0.2500
1.6100,0.6296,0.3406,-0.0963,0.1620,0.0439,-0.0439,0.0517,-0.0628,5.0000,0.2500
1.6200,0.6296,0.4626,-0.1073,0.2231,0.0444,-0.0444,0.0517,-0.0671,5.0000,0.2500
1.6300,0.6296,0.4626,-0.1128,0.2231,0.0446,-0.0446,0.0766,-0.0153,5.0000,0.2500
1.6400,0.6296,0.4626,-0.1128,0.2231,0.0446,-0.0446,0.0555,-0.0348,5.0000,0.2500
1.6500,0.6241,0.3406,-0.1183,0.2231,0.0459,-0.0459,0.0517,-0.0153,5.0000,0.2500
1.6600,0.6241,0.4016,-0.1348,0.2231,0.0465,-0.0465,0.0555,-0.0409,5.0000,0.2500
1.6700,0.6186,0.4626,-0.1403,0.3452,0.0469,-0.0469,0.0353,-0.0153,5.0000,0.2500
1.6800,0.6186,0.5237,-0.1457,0.3452,0.0474,-0.0474,0.0484,-0.0409,5.0000,0.2500
1.6900,0.6186,0.4016,-0.1512,0.3452,0.0478,-0.0478,0.0484,-0.0409,5.0000,0.2500
1.7000,0.6186,0.4016,-0.1512,0.3452,0.0480,-0.0480,0.0555,-0.0671,5.0000,0.2500
1.7100,0.6186,0.4016,-0.1512,0.3452,0.0484,-0.0484,0.0686,-0.0671,5.0000,0.2500
1.7200,0.6241,0.5237,-0.1567,0.4062,0.0493,-0.0493,0.0719,-0.0348,5.0000,0.2500
1.7300,0.6241,0.5847,-0.1622,0.6503,0.0498,-0.0498,0.0517,-0.0891,5.0000,0.2500
1.7400,0.6241,0.4016,-0.1622,0.6503,0.0504,-0.0504,0.0353,-0.0628,5.0000,0.2500
1.7500,0.6296,0.4626,-0.1677,0.6503,0.0508,-0.0508,0.0484,-0.0409,5.0000,0.2500
1.7600,0.6296,0.4016,-0.1677,0.6503,0.0512,-0.0512,0.0282,-0.0671,5.0000,0.2500
1.7700,0.6296,0.4016,-0.1677,0.8334,0.0518,-0.0518,0.0555,-0.0933,5.0000,0.2500
1.7800,0.6296,0.5237,-0.1677,0.8334,0.0521,-0.0521,0.0141,-0.0409,5.0000,0.2500
1.7900,0.6351,0.5847,-0.1677,0.8334,0.0529,-0.0529,0.0757,-0.0153,5.0000,0.2500
1.8000,0.6406,0.5847,-0.1677,0.8334,0.0533,-0.0533,0.0268,-0.0153,5.0000,0.2500
1.8100,0.6406,0.5847,-0.1677,0.8334,0.0537,-0.0537,0.0555,-0.0409,5.0000,0.2500
1.8200,0.6461,0.5237,-0.1677,0.8334,0.0543,-0.0543,0.0555,-0.0671,5.0000,0.2500
1.8300,0.6461,0.5847,-0.1732,0.8334,0.0546,-0.0546,0.0757,-0.0671,5.0000,0.2500
1.8400,0.6461,0.5847,-0.1732,0.8334,0.0548,-0.0548,0.0484,0.0720,5.0000,0.2500
1.8500,0.6516,0.6458,-0.1732,0.8334,0.0555,-0.0555,0.0719,-0.0409,5.0000,0.2500
1.8600,0.6571,0.5847,-0.1732,0.8334,0.0559,-0.0559,0.0315,-0.0610,5.0000,0.2500
1.8700,0.6571,0.5237,-0.1732,0.8334,0.0562,-0.0562,0.0555,-0.0610,5.0000,0.2500
1.8800,0.6681,0.7678,-0.1732,0.8334,0.0568,-0.0568,0.0686,-0.0933,5.0000,0.2500
1.8900,0.6681,0.7068,-0.1732,0.8334,0.0571,-0.0571,0.0555,-0.0891,5.0000,0.2500
1.9000,0.6735,0.6458,-0.1732,0.8334,0.0573,-0.0573,0.0686,-0.0891,5.0000,0.2500
1.9100,0.6735,0.6458,-0.1732,0.8334,0.0577,-0.0577,0.0719,-0.0409,5.0000,0.2500
1.9200,0.6790,0.4016,-0.1732,0.8334,0.0584,-0.0584,0.0517,-0.0610,5.0000,0.2500
1.9300,0.6735,0.2185,-0.1732,0.8334,0.0588,-0.0588,0.0757,-0.0610,5.0000,0.2500
1.9400,0.6735,0.4016,-0.1787,0.8334,0.0591,-0.0591,0.0484,-0.1793,5.0000,0.2500
1.9500,0.6845,1.0730,-0.1787,0.8334,0.0597,-0.0597,0.0954,-0.0610,5.0000,0.2500
1.9600,0.6955,1.1951,-0.1787,0.8334,0.0600,-0.0600,0.0315,-0.0610,5.0000,0.2500
1.9700,0.7010,1.1951,-0.1787,0.8334,0.0602,-0.0602,0.0555,-0.0671,5.0000,0.2500
1.9800,0.7010,1.1951,-0.1787,0.8334,0.0606,-0.0606,0.0141,-0.1165,5.0000,0.2500
1.9900,0.7120,1.1340,-0.1787,0.8334,0.0613,-0.0613,0.0315,-0.0891,5.0000,0.2500
2.0000,0.7230,0.8289,-0.1787,0.8334,0.0616,-0.0616,0.0353,-0.0409,5.0000,0.2500
2.0100,0.7285,0.5237,-0.1787,0.8334,0.0620,-0.0620,0.0766,-0.0671,5.0000,0.2500
2.0200,0.7340,0.5847,-0.1787,0.8334,0.0625,-0.0625,0.0484,-0.0610,5.0000,0.2500
2.0300,0.7395,0.7068,-0.1787,0.8334,0.0628,-0.0628,0.0484,-0.0153,5.0000,0.2500
2.0400,0.7395,0.7068,-0.1787,0.8334,0.0628,-0.0628,0.0719,-0.0610,5.0000,0.2500
2.0500,0.7395,0.6458,-0.1842,0.8334,0.0635,-0.0635,0.0447,-0.0409,5.0000,0.2500
2.0600,0.7450,0.6458,-0.1842,0.8334,0.0639,-0.0639,0.0517,-0.1165,5.0000,0.2500
2.0700,0.7504,0.8289,-0.1842,0.8334,0.0642,-0.0642,0.0555,-0.0671,5.0000,0.2500
2.0800,0.7559,1.0120,-0.1842,0.8334,0.0645,-0.0645,0.0686,-0.0671,5.0000,0.2500
2.0900,0.7724,1.0730,-0.1842,0.8334,0.0650,-0.0650,0.0766,-0.0610,5.0000,0.2500
2.1000,0.7779,1.0730,-0.1842,0.8334,0.0653,-0.0653,0.0931,-0.0153,5.0000,0.2500
2.1100,0.7889,1.0120,-0.1842,0.8334,0.0655,-0.0655,0.0555,-0.0409,5.0000,0.2500
2.1200,0.7889,1.0120,-0.1842,0.8334,0.0658,-0.0658,0.0766,-0.0610,5.0000,0.2500
2.1300,0.7944,0.8289,-0.1897,0.8334,0.0664,-0.0664,0.0686,-0.0671,5.0000,0.2500
2.1400,0.7999,0.6458,-0.1897,0.8334,0.0667,-0.0667,0.0931,-0.0891,5.0000,0.2500
2.1500,0.7999,0.4626,-0.1897,0.8334,0.0670,-0.0670,0.0884,-0.0891,5.0000,0.2500
2.1600,0.8054,0.5237,-0.1897,0.8334,0.0675,-0.0675,0.0686,-0.0952,5.0000,0.2500
2.1700,0.8054,0.5237,-0.1897,0.8334,0.0678,-0.0678,0.0686,-0.0610,5.0000,0.2500
2.1800,0.8054,0.5237,-0.1897,0.8334,0.0679,-0.0679,0.0686,-0.0964,5.0000,0.2500
2.1900,0.8054,0.5237,-0.1897,0.8334,0.0683,-0.0683,0.0649,-0.0153,5.0000,0.2500
2.2000,0.8054,0.5237,-0.1897,0.8334,0.0686,-0.0686,0.0757,-0.0671,5.0000,0.2500
2.2101,0.8109,0.7678,-0.1897,0.8334,0.0692,-0.0692,0.0686,-0.0824,5.0000,0.2500
2.2200,0.8164,0.7678,-0.1897,0.8334,0.0695,-0.0695,0.0954,-0.0891,5.0000,0.2500
2.2300,0.8164,0.5237,-0.1952,0.8334,0.0700,-0.0700,0.0757,-0.0610,5.0000,0.2500
2.2400,0.8219,0.6458,-0.1952,0.8334,0.0703,-0.0703,0.0517,-0.0671,5.0000,0.2500
2.2500,0.8219,0.7678,-0.1952,0.8334,0.0707,-0.0707,0.0766,-0.0409,5.0000,0.2500
2.2600,0.8219,0.7678,-0.1952,0.8334,0.0709,-0.0709,0.0484,-0.0409,5.0000,0.2500
2.2700,0.8274,1.1340,-0.1952,0.4672,0.0716,-0.0716,0.0315,-0.0671,5.0000,0.2500
2.2800,0.8274,1.1340,-0.1952,0.4672,0.0716,-0.0716,0.0686,-0.0689,5.0000,0.2500
2.2900,0.8383,1.4392,-0.2062,0.4672,0.0726,-0.0726,0.0686,-0.0689,5.0000,0.2500
2.3000,0.8658,1.5613,-0.2117,0.4672,0.0728,-0.0728,0.0686,-0.0336,5.0000,0.2500
2.3100,0.8658,0.9509,-0.2226,0.4062,0.0732,-0.0732,0.0517,-0.0598,5.0000,0.2500
2.3200,0.8658,1.0120,-0.2281,0.6503,0.0736,-0.0736,0.0733,-0.0964,5.0000,0.2500
2.3300,0.8658,1.0120,-0.2391,1.1996,0.0738,-0.0738,0.0978,-0.0891,5.0000,0.2500
2.3400,0.8658,1.3782,-0.2446,1.7490,0.0746,-0.0746,0.0259,-0.0317,5.0000,0.2500
2.3500,0.8658,1.3782,-0.2391,2.9697,0.0748,-0.0748,0.0992,-0.0409,5.0000,0.2500
2.3600,0.8988,4.0027,-0.2226,3.2748,0.0755,-0.0755,0.0992,-0.0689,5.0000,0.2500
2.3700,0.9702,4.4299,-0.2172,2.9086,0.0761,-0.0761,0.0992,-0.0689,5.0000,0.2500
2.3800,0.9702,4.4299,-0.2007,3.2138,0.0763,-0.0763,0.0672,-0.0964,5.0000,0.2500
