elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
2.0700,0.8152,0.3830,0.5471,0.2701,-0.0009,0.0012
2.0800,0.8152,0.3830,0.5471,0.2701,-0.0009,0.0012
2.0900,0.8207,-0.0443,0.5471,0.2090,-0.0009,0.0012
2.1002,0.8207,0.3830,0.5526,0.2701,-0.0009,0.0012
2.1106,0.8261,0.2609,0.5526,0.2090,0.0212,0.0061
2.1200,0.8261,0.2609,0.5526,0.2090,0.0212,0.0061
2.1304,0.8261,0.4440,0.5581,0.2701,-0.0009,-0.0256
2.1400,0.8207,-0.1663,0.5581,0.3311,-0.0009,-0.0256
2.1501,0.8207,-0.1663,0.5635,0.3311,-0.0071,-0.0195
2.1606,0.8097,-0.9598,0.5635,0.2701,-0.0071,-0.0195
2.1700,0.8042,-0.1053,0.5690,0.2090,-0.0071,-0.0195
2.1801,0.8097,0.0778,0.5690,0.2701,-0.0071,-0.0195
2.1900,0.7987,-0.5936,0.5690,0.3922,-0.0009,0.0061
2.2000,0.7877,-0.6546,0.5690,0.3922,-0.0009,0.0061
2.2100,0.7822,-0.2884,0.5690,0.3922,-0.0009,0.0061
2.2201,0.7822,-0.2884,0.5690,0.3922,-0.0009,0.0061
2.2304,0.7767,0.1389,0.5690,0.2090,-0.0009,0.0061
2.2404,0.7767,-0.1053,0.5581,-0.0961,-0.0009,0.0061
2.2501,0.7767,-0.4105,0.5526,-0.0351,-0.0009,-0.0409
2.2600,0.7767,-0.4105,0.5526,-0.0351,-0.0009,-0.0409
2.2703,0.7657,-0.1663,0.5526,0.1480,0.0212,0.0012
2.2800,0.7602,-0.4715,0.5471,0.1480,0.0212,0.0012
2.2900,0.7602,-0.4715,0.5471,0.2090,0.0141,-0.0256
2.3000,0.7602,-0.2274,0.5471,0.2090,0.0141,-0.0256
2.3106,0.7767,1.1154,0.5471,0.2090,-0.0009,-0.0256
2.3200,0.7767,0.0778,0.5526,0.2701,-0.0009,-0.0256
2.3300,0.7712,-0.1053,0.5526,0.2701,0.0508,-0.0256
2.3401,0.7657,-0.0443,0.5526,0.2090,0.0508,-0.0256
2.3500,0.7602,-0.1663,0.5581,0.2090,0.0494,-0.0256
2.3600,0.7602,-0.1663,0.5581,0.2090,0.0494,-0.0256
2.3700,0.7547,-0.1663,0.5526,0.0259,0.0353,-0.0244
2.3800,0.7328,-0.6546,0.5526,-0.0351,0.0353,-0.0244
2.3900,0.7273,-0.0443,0.5471,-0.0351,0.0414,-0.0256
2.4000,0.7273,-0.0443,0.5471,0.0259,0.0414,-0.0256
2.4100,0.7218,-0.2274,0.5416,0.0259,0.0494,0.0012
2.4200,0.7218,0.2609,0.5416,0.0259,0.0494,0.0012
2.4301,0.7218,0.2609,0.5416,0.0870,0.0353,-0.0195
2.4404,0.7273,0.5661,0.5416,0.0259,0.0353,-0.0195
2.4501,0.7328,0.1999,0.5361,-0.0351,0.0127,-0.0195
2.4600,0.7328,0.4440,0.5361,-0.0961,0.0127,-0.0195
2.4702,0.7328,0.1389,0.5306,-0.0351,-0.0150,-0.0256
2.4801,0.7328,-0.3494,0.5306,0.0259,-0.0150,-0.0256
2.4901,0.7273,0.1389,0.5306,0.1480,0.0000,-0.0043
2.5000,0.7273,0.1389,0.5306,0.2701,0.0000,-0.0043
2.5104,0.7328,0.5661,0.5306,0.2090,0.0127,-0.0256
2.5201,0.7383,0.0778,0.5361,0.3311,0.0127,-0.0256
2.5306,0.7383,0.0778,0.5361,0.2701,0.0564,0.0012
2.5400,0.7383,0.1389,0.5361,0.2090,0.0564,0.0012
2.5502,0.7328,0.0778,0.5361,0.1480,0.0212,-0.0366
2.5600,0.7273,0.0778,0.5361,0.1480,0.0212,-0.0366
2.5700,0.7273,0.0778,0.5361,0.0870,0.0212,0.0061
2.5803,0.7273,-0.1053,0.5361,0.0870,0.0212,0.0061
2.5902,0.7273,0.3220,0.5306,0.2090,0.0353,-0.0153
2.6000,0.7218,-0.2884,0.5306,0.1480,0.0353,-0.0153
2.6100,0.7218,-0.2884,0.5306,0.2090,0.0353,-0.0153
2.6202,0.7163,0.1999,0.5306,0.1480,0.0353,-0.0153
2.6301,0.7163,0.2609,0.5306,0.2090,-0.0009,-0.0195
2.6400,0.7163,0.2609,0.5251,0.1480,-0.0009,-0.0195
2.6500,0.7218,0.3830,0.5306,0.2701,-0.0291,-0.0043
2.6601,0.7218,0.0778,0.5306,0.3311,-0.0291,-0.0043
2.6700,0.7218,0.6271,0.5306,0.4532,0.0141,0.0061
2.6800,0.7273,0.6882,0.5361,0.5142,0.0141,0.0061
2.6900,0.7273,-0.1663,0.5416,0.5142,0.0127,-0.0165
2.7000,0.7273,-0.1663,0.5416,0.5142,0.0127,-0.0165
2.7100,0.7218,-0.2274,0.5471,0.2701,0.0127,-0.0165
2.7201,0.7218,0.0778,0.5471,0.2090,0.0127,-0.0165
2.7301,0.7163,-0.2884,0.5471,0.1480,0.0127,-0.0165
2.7400,0.7163,0.1389,0.5471,0.0259,0.0127,-0.0165
2.7500,0.7163,0.0778,0.5416,0.0259,-0.0009,-0.0043
2.7604,0.7108,-0.5936,0.5416,0.0870,-0.0009,-0.0043
2.7700,0.7053,-0.7156,0.5416,0.2090,0.0141,-0.0195
2.7800,0.7053,-0.7156,0.5416,0.2090,0.0141,-0.0195
2.7900,0.6998,-0.1663,0.5471,0.3311,0.0141,-0.0195
2.8002,0.6998,-0.2884,0.5526,0.3311,0.0141,-0.0195
2.8103,0.6888,-0.0443,0.5526,0.2701,0.0508,-0.0195
2.8200,0.6943,0.9933,0.5526,0.2090,0.0508,-0.0195
2.8303,0.7053,1.0544,0.5581,0.2090,0.0212,0.0012
2.8404,0.7163,0.9933,0.5581,0.2701,0.0212,0.0012
2.8500,0.7163,0.9933,0.5581,0.3311,0.0212,0.0012
2.8601,0.7273,1.1765,0.5581,0.3311,0.0212,0.0012
2.8700,0.7273,-0.1053,0.5635,0.2090,0.0291,0.0061
2.8800,0.7273,0.0168,0.5635,0.2701,0.0291,0.0061
2.8900,0.7218,-0.0443,0.5690,0.3311,0.0212,-0.0195
2.9001,0.7163,-0.1053,0.5690,0.2090,0.0212,-0.0195
2.9100,0.7163,0.0778,0.5690,0.2090,0.0212,-0.0195
2.9200,0.7163,0.0778,0.5690,0.2090,0.0212,-0.0195
2.9302,0.7163,0.4440,0.5690,0.2090,0.0508,-0.0043
2.9400,0.7218,0.6882,0.5690,0.1480,0.0508,-0.0043
2.9502,0.7218,0.1999,0.5690,0.1480,0.0437,-0.0256
2.9605,0.7273,0.8713,0.5690,0.1480,0.0437,-0.0256
2.9700,0.7328,0.5661,0.5690,0.2701,0.0141,-0.0256
2.9800,0.7328,0.1389,0.5690,0.2090,0.0141,-0.0256
2.9900,0.7328,0.1389,0.5635,0.2090,-0.0009,0.0061
3.0002,0.7328,0.2609,0.5635,0.2090,-0.0009,0.0061
3.0100,0.7437,0.5051,0.5635,0.0259,-0.0009,0.0061
3.0200,0.7437,0.1999,0.5581,-0.0351,-0.0009,0.0061
3.0300,0.7437,0.1389,0.5581,-0.0351,0.0353,-0.0195
3.0400,0.7437,0.0778,0.5526,0.0259,0.0353,-0.0195
3.0505,0.7383,-0.2274,0.5526,0.2090,0.0564,-0.0256
3.0603,0.7383,-0.2274,0.5581,0.3311,0.0564,-0.0256
3.0700,0.7383,-0.2274,0.5581,0.2090,0.0564,-0.0256
3.0800,0.7383,0.0778,0.5581,0.2090,0.0564,-0.0256
3.0900,0.7437,0.2609,0.5526,-0.4013,0.0047,-0.0476
3.1000,0.7437,0.4440,0.5526,0.2090,0.0047,-0.0476
3.1100,0.7437,0.1389,0.5745,2.2842,0.0047,-0.0476
3.1200,0.7437,-0.2274,0.6185,3.8712,0.0047,-0.0476
3.1300,0.7437,-0.2274,0.6569,2.9556,0.0047,-0.0195
3.1400,0.7437,0.6271,0.6734,0.3922,0.0047,-0.0195
3.1500,0.7492,0.0778,0.6624,-1.2558,0.0141,-0.0195
3.1601,0.7492,0.1999,0.6350,-2.0493,0.0141,-0.0195
3.1700,0.7547,0.4440,0.6020,-1.6220,0.0353,-0.0476
3.1800,0.7547,0.0168,0.5855,-0.7065,0.0353,-0.0476
3.1904,0.7547,0.0778,0.5855,0.6363,0.0508,-0.0476
3.2000,0.7547,0.0778,0.5965,1.6739,0.0508,-0.0476
3.2100,0.7657,1.1154,0.6130,1.6129,0.0508,-0.0476
3.2200,0.7822,1.1765,0.6240,0.6973,0.0508,-0.0476
3.2300,0.7822,0.1389,0.6240,0.6973,0.0508,-0.0476
3.2400,0.7767,-0.6546,0.6185,-0.2182,0.0508,-0.0476
3.2500,0.7712,-0.2274,0.6185,0.2090,0.0508,-0.0476
3.2600,0.7657,-0.2274,0.6185,0.3311,0.0508,-0.0476
3.2700,0.7657,-0.2274,0.6185,0.2090,0.0564,-0.0256
3.2800,0.7547,-0.5936,0.6185,0.2090,0.0564,-0.0256
3.2900,0.7492,-0.5936,0.6130,-0.2792,0.0212,-0.0409
3.3000,0.7437,0.0168,0.6130,0.0259,0.0212,-0.0409
3.3100,0.7383,-0.1053,0.6185,0.3311,0.0212,-0.0409
3.3200,0.7383,-0.2274,0.6240,0.2701,0.0212,-0.0409
3.3303,0.7383,0.2609,0.6240,0.1480,0.0353,-0.0366
3.3400,0.7383,0.2609,0.6240,-0.0351,0.0353,-0.0366
3.3500,0.7437,0.1999,0.6240,-0.0961,0.1297,0.0012
3.3601,0.7437,0.1999,0.6240,0.0259,0.1297,0.0012
3.3700,0.7437,0.1389,0.6240,0.2090,0.0508,-0.0043
3.3801,0.7547,0.4440,0.6240,0.3311,0.0508,-0.0043
3.3900,0.7492,-0.2274,0.6240,0.5142,0.0212,-0.0195
3.4000,0.7437,-0.2274,0.6240,0.3922,0.0212,-0.0195
3.4100,0.7437,-0.2274,0.6240,0.2090,0.0508,-0.0256
3.4201,0.7273,-0.7156,0.6240,-0.1572,0.0508,-0.0256
3.4300,0.7218,-0.1663,0.6185,-0.4013,0.0508,-0.0476
3.4400,0.7218,-0.2884,0.6130,-0.4623,0.0508,-0.0476
3.4502,0.7163,-0.7767,0.6020,-0.5234,0.0353,-0.0476
3.4600,0.7108,-0.4105,0.5965,-0.2792,0.0353,-0.0476
3.4700,0.7163,0.8713,0.5965,-0.0961,0.0353,-0.0153
3.4800,0.7163,0.8713,0.5910,0.0259,0.0353,-0.0153
3.4900,0.7053,-1.5091,0.5965,0.2090,0.0353,-0.0153
3.5000,0.7053,-1.5091,0.5965,0.2090,0.0353,-0.0153
3.5100,0.6833,-1.2039,0.5965,0.2090,0.0212,-0.0476
3.5200,0.6723,-0.5325,0.5965,0.1480,0.0212,-0.0476
3.5301,0.6723,0.0168,0.5965,0.0259,0.0414,-0.0476
3.5400,0.6723,0.1999,0.5965,-0.0351,0.0414,-0.0476
3.5501,0.6723,0.1999,0.5965,-0.0351,0.0212,-0.0476
3.5601,0.6723,-0.1663,0.5910,-0.0961,0.0212,-0.0476
3.5701,0.6723,0.2609,0.5855,-0.0961,0.0141,-0.0476
3.5801,0.6778,0.0778,0.5855,0.0870,0.0141,-0.0476
3.5906,0.6778,0.0778,0.5800,0.1480,-0.0306,-0.0195
3.6000,0.6723,-0.0443,0.5800,0.1480,-0.0306,-0.0195
3.6101,0.6613,-0.7156,0.5800,-0.0351,0.0719,-0.0476
3.6200,0.6613,-0.7156,0.5745,0.0259,0.0719,-0.0476
3.6303,0.6449,-1.1429,0.5745,0.0259,0.0564,-0.0476
3.6403,0.6339,-0.7767,0.5690,0.0259,0.0564,-0.0476
3.6503,0.6339,0.4440,0.5690,-0.0961,0.0291,-0.0256
3.6603,0.6394,0.1999,0.5690,-0.0961,0.0291,-0.0256
3.6700,0.6339,-0.4105,0.5690,0.0870,0.0564,-0.0195
3.6800,0.6339,0.1999,0.5690,0.2090,0.0564,-0.0195
3.6904,0.6339,0.1999,0.5745,0.3922,0.0141,-0.0043
3.7001,0.6394,0.6271,0.5745,0.3922,0.0141,-0.0043
3.7100,0.6394,-0.5325,0.5800,0.4532,0.0141,-0.0043
3.7200,0.6339,0.0168,0.5800,0.4532,0.0141,-0.0043
