elapsed_s,left_position_rad,right_position_rad,left_command_torque_nm,right_command_torque_nm,left_actual_torque_nm,right_actual_torque_nm
3.2200,-0.0161068,0.5399613,0.0433,-0.0433,0.0611,-0.0214
3.2300,-0.0161068,0.5399613,0.0424,-0.0424,0.0259,-0.0671
3.2400,-0.0157233,0.5399613,0.0415,-0.0415,0.0470,-0.0397
3.2500,-0.0157233,0.5399613,0.0406,-0.0406,0.0259,-0.0488
3.2600,-0.0157233,0.5399613,0.0398,-0.0398,0.0329,-0.0488
3.2700,-0.0161068,0.5399613,0.0390,-0.0390,0.0400,-0.0397
3.2800,-0.0157233,0.5399613,0.0383,-0.0383,0.0174,-0.0397
3.2900,-0.0161068,0.5399613,0.0376,-0.0376,0.0686,-0.0122
3.3000,-0.0157233,0.5399613,0.0370,-0.0370,0.0827,-0.0952
3.3100,-0.0161068,0.5399613,0.0363,-0.0363,0.0259,-0.0397
3.3200,-0.0157233,0.5399613,0.0357,-0.0357,0.0470,-0.0397
3.3300,-0.0157233,0.5399613,0.0352,-0.0352,0.0329,-0.0397
3.3400,-0.0157233,0.5399613,0.0346,-0.0346,0.0329,-0.0488
3.3500,-0.0153398,0.5399613,0.0343,-0.0343,-0.0080,-0.0214
3.3600,-0.0153398,0.5399613,0.0338,-0.0338,0.0555,-0.0397
3.3700,-0.0153398,0.5399613,0.0333,-0.0333,0.0672,-0.0598
3.3800,-0.0153398,0.5399613,0.0330,-0.0330,0.0141,-0.0214
3.3900,-0.0153398,0.5399613,0.0326,-0.0326,0.0259,-0.0671
3.4000,-0.0153398,0.5399613,0.0322,-0.0322,0.0047,0.0061
3.4100,-0.0149563,0.5399613,0.0319,-0.0319,0.0517,-0.0397
3.4200,-0.0153398,0.5399613,0.0337,-0.0337,0.0461,-0.0305
3.4300,-0.0153398,0.5395778,0.0334,-0.0334,0.0197,-0.0122
