elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
2.7304,0.5573,-0.0595,0.2958,-0.7553,-0.0094,0.0580
2.7400,0.5573,-0.1205,0.2903,-0.5722,-0.0094,0.0580
2.7500,0.5573,-0.2426,0.2848,-0.5112,-0.0094,0.0580
2.7600,0.5518,-0.1816,0.2793,-0.6332,-0.0353,0.0378
2.7700,0.5518,0.1236,0.2738,-0.6943,-0.0353,0.0378
2.7801,0.5573,0.1236,0.2683,-0.8163,-0.0353,0.0378
2.7900,0.5518,-0.1205,0.2628,-0.6943,-0.0353,0.0378
2.8000,0.5518,-0.1205,0.2574,-0.8163,-0.0141,0.0287
2.8100,0.5518,0.0626,0.2519,-0.8774,-0.0141,0.0287
2.8202,0.5518,0.3067,0.2519,-0.6943,-0.0197,0.0104
2.8300,0.5573,0.3677,0.2519,-0.6332,-0.0197,0.0104
2.8400,0.5628,0.3677,0.2464,-0.6332,-0.0141,-0.0244
2.8500,0.5628,0.3067,0.2519,-0.3891,-0.0141,-0.0244
2.8600,0.5628,0.3067,0.2574,-0.2670,-0.0141,0.0378
2.8701,0.5683,0.1846,0.2574,-0.3891,-0.0141,0.0378
2.8800,0.5683,0.0626,0.2628,-0.5112,-0.0400,0.0104
2.8900,0.5683,0.0015,0.2628,-0.6943,-0.0400,0.0104
2.9000,0.5683,-0.1205,0.2628,-0.9384,0.0009,0.0012
2.9100,0.5683,0.0015,0.2628,-0.9384,0.0009,0.0012
2.9201,0.5738,0.2457,0.2628,-0.6332,0.0118,0.0031
2.9300,0.5738,0.1846,0.2628,-0.5112,-0.0353,-0.0256
2.9400,0.5793,0.3067,0.2683,-0.6332,-0.0353,-0.0256
2.9500,0.5847,0.1846,0.2683,-0.6943,-0.0353,-0.0256
2.9601,0.5847,0.1846,0.2683,-0.8774,-0.0353,-0.0256
2.9706,0.5902,0.1236,0.2628,-0.8774,-0.0353,-0.0256
2.9800,0.5902,-0.1205,0.2628,-0.6332,0.0103,0.0104
2.9900,0.5902,-0.1816,0.2628,-0.6332,0.0103,0.0104
3.0000,0.5847,-0.1205,0.2628,-0.6943,-0.0353,0.0012
3.0101,0.5902,0.0015,0.2628,-0.7553,-0.0353,0.0012
3.0200,0.5902,-0.0595,0.2574,-0.8163,-0.0141,0.0012
3.0301,0.5847,-0.1816,0.2574,-0.7553,-0.0141,0.0012
